baseline,ours_model,sample_id,clip_id,split,head,level,y_true,base_prob_0,base_prob_1,base_y_pred,base_correct,base_true_prob,base_margin,ours_prob_0,ours_prob_1,ours_y_pred,ours_correct,ours_true_prob,ours_margin,head_name,base_wrong_ours_correct,ours_wrong_base_correct,label_disagree,true_prob_gain,margin_gain,showcase_score
pose_guided,task_region_scalar_gated_late,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00177,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00177,test_masked,talk,clip,0,0.4372986555099487,0.5627013444900513,1,0,0.43729866,0.12540269,0.927846908569336,0.0721530988812446,0,1,0.9278469,0.8556938,talk,1,0,1,0.49054825,0.7302911,7.711387634277344
pose_guided,task_region_scalar_gated_late,gB_10_s2_2019-03-11T15;15;21+01;00__masked__dist__00478,gB_10_s2_2019-03-11T15;15;21+01;00__masked__dist__00478,test_masked,talk,clip,0,0.4616338014602661,0.5383661985397339,1,0,0.4616338,0.0767324,0.9089887142181396,0.0910112410783767,0,1,0.9089887,0.8179775,talk,1,0,1,0.4473549,0.7412451,7.635954916477203
pose_guided,task_region_scalar_gated_late,gB_10_s2_2019-03-11T15;15;21+01;00__masked__dist__00479,gB_10_s2_2019-03-11T15;15;21+01;00__masked__dist__00479,test_masked,talk,clip,0,0.2228687703609466,0.7771312594413757,1,0,0.22286877,0.5542625,0.8854065537452698,0.1145934835076332,0,1,0.88540655,0.77081305,talk,1,0,1,0.6625378,0.21655053,7.541626155376434
pose_guided,task_region_scalar_gated_late,gZ_33_s2_2019-04-08T16;09;44+02;00__masked__dist__00158,gZ_33_s2_2019-04-08T16;09;44+02;00__masked__dist__00158,test_masked,talk,clip,1,0.5924632549285889,0.4075367450714111,0,0,0.40753675,0.18492651,0.1447597295045852,0.8552402257919312,1,1,0.8552402,0.7104805,talk,1,0,1,0.44770348,0.525554,7.420960962772369
pose_guided,task_region_scalar_gated_late,gB_10_s2_2019-03-11T15;15;21+01;00__masked__dist__00229,gB_10_s2_2019-03-11T15;15;21+01;00__masked__dist__00229,test_masked,talk,clip,0,0.3088670969009399,0.6911329030990601,1,0,0.3088671,0.3822658,0.844467043876648,0.1555329263210296,0,1,0.84446704,0.6889341,talk,1,0,1,0.53559995,0.30666828,7.377868175506592
pose_guided,task_region_scalar_gated_late,gB_10_s1_2019-03-11T15;24;54+01;00__masked__dist__00006,gB_10_s1_2019-03-11T15;24;54+01;00__masked__dist__00006,test_masked,talk,clip,0,0.3902401328086853,0.6097598671913147,1,0,0.39024013,0.21951973,0.8437002301216125,0.156299740076065,0,1,0.84370023,0.68740046,talk,1,0,1,0.4534601,0.46788073,7.37480092048645
pose_guided,task_region_scalar_gated_late,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00263,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00263,test_masked,talk,clip,0,0.401759922504425,0.5982401371002197,1,0,0.40175992,0.19648021,0.8376481533050537,0.1623518168926239,0,1,0.83764815,0.6752963,talk,1,0,1,0.43588823,0.4788161,7.35059255361557
pose_guided,task_region_scalar_gated_late,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00268,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00268,test_masked,talk,clip,0,0.3251053094863891,0.6748946905136108,1,0,0.3251053,0.34978938,0.8245517015457153,0.1754482984542846,0,1,0.8245517,0.6491034,talk,1,0,1,0.4994464,0.29931402,7.298206806182861
pose_guided,task_region_scalar_gated_late,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00269,gZ_37_s2_2019-04-08T15;45;15+02;00__masked__dist__00269,test_masked,talk,clip,0,0.1901299655437469,0.8098700642585754,1,0,0.19012997,0.6197401,0.8206875324249268,0.1793124377727508,0,1,0.82068753,0.64137506,talk,1,0,1,0.63055754,0.021634936,7.2827500104904175
pose_guided,task_region_scalar_gated_late,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00360,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00360,test_masked,talk,clip,0,0.2270774245262146,0.7729226350784302,1,0,0.22707742,0.5458452,0.8148096799850464,0.1851902902126312,0,1,0.8148097,0.62961936,talk,1,0,1,0.58773226,0.08377415,7.259238660335541
pose_guided,task_region_scalar_gated_late,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00172,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00172,test_masked,talk,clip,1,0.7740076780319214,0.2259923219680786,0,0,0.22599232,0.54801536,0.1914466321468353,0.8085533380508423,1,1,0.80855334,0.6171067,talk,1,0,1,0.582561,0.06909132,7.234213352203369
pose_guided,task_region_scalar_gated_late,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00291,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00291,test_masked,talk,clip,0,0.4656955897808075,0.5343044400215149,1,0,0.4656956,0.06860885,0.8074527978897095,0.1925472021102905,0,1,0.8074528,0.6149056,talk,1,0,1,0.3417572,0.5462967,7.229811131954193
pose_guided,task_region_scalar_gated_late,gE_30_s1_2019-03-15T10;58;06+01;00__masked__dist__00000,gE_30_s1_2019-03-15T10;58;06+01;00__masked__dist__00000,test_masked,talk,clip,0,0.0575452446937561,0.9424546957015992,1,0,0.057545245,0.88490945,0.806493878364563,0.1935061067342758,0,1,0.8064939,0.61298776,talk,1,0,1,0.74894863,-0.2719217,7.225975573062897
