baseline,ours_model,sample_id,clip_id,split,head,level,y_true,base_prob_0,base_prob_1,base_prob_2,base_prob_3,base_prob_4,base_prob_5,base_prob_6,base_prob_7,base_prob_8,base_prob_9,base_prob_10,base_y_pred,base_correct,base_true_prob,base_margin,ours_prob_0,ours_prob_1,ours_prob_2,ours_prob_3,ours_prob_4,ours_prob_5,ours_prob_6,ours_prob_7,ours_prob_8,ours_prob_9,ours_prob_10,ours_y_pred,ours_correct,ours_true_prob,ours_margin,head_name,base_wrong_ours_correct,ours_wrong_base_correct,label_disagree,true_prob_gain,margin_gain,showcase_score
pose_guided,hgnet_explicit_region_scalar_mask_gate,gA_5_s6_2019-03-08T10;40;35+01;00__masked__gaze__00066,gA_5_s6_2019-03-08T10;40;35+01;00__masked__gaze__00066,test_masked,gaze,clip,7,0.0003337062953505,5.239018355496228e-05,2.262161160615506e-07,3.3873639040393755e-05,0.0001096057385439,0.5519096851348877,0.4174118041992187,0.0300954133272171,5.331129068508744e-05,,,5,0,0.030095413,0.13449788,1.577790271767299e-07,2.157086953502585e-07,9.912976395298757e-08,3.9981948418699176e-08,1.7434102801416884e-06,0.0048462422564625,0.0694612115621566,0.9238850474357604,0.0018052260857075,,,7,1,0.92388505,0.8544238,gaze,1,0,1,0.89378965,0.71992594,8.507505238056183
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00165,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00165,test_masked,action,clip,3,0.0003119939647149,0.000284948531771,6.074230441299733e-06,0.1497639268636703,0.0024938420392572,3.662685912786401e-06,0.3128063976764679,0.00063068367308,2.375286021560896e-05,0.530081570148468,0.0035932215396314,9,0,0.14976393,0.21727517,1.2695796613115816e-05,3.514348281896673e-05,7.402328083827569e-09,0.9831699132919312,0.000203929565032,1.235690660905675e-09,0.0031019323505461,8.16149840829894e-05,2.792247641991708e-07,0.0133940149098634,4.0390960975855705e-07,3,1,0.9831699,0.9697759,action,1,0,1,0.833406,0.7525008,8.419312715530396
pose_guided,hgnet_explicit_region_scalar_mask_gate,gF_25_s2_2019-03-05T11;00;55+01;00__masked__dist__00306,gF_25_s2_2019-03-05T11;00;55+01;00__masked__dist__00306,test_masked,action,clip,7,0.0004948582500219,4.836382868234068e-05,0.4032126665115356,4.083320618519792e-06,0.0005915809888392,0.0005063569406047,0.418217658996582,0.1760742515325546,0.0005119551206007,8.600703586125746e-05,0.0002522196737118,6,0,0.17607425,0.0150049925,0.0160603839904069,4.352415032826684e-07,0.0232651159167289,2.3016423256194685e-06,0.0003488106885924,0.0254550948739051,0.004706036299467,0.926760196685791,3.0510513170156628e-05,3.016283517354168e-05,0.0033410149626433,7,1,0.9267602,0.9013051,action,1,0,1,0.75068593,0.8863001,8.387671947479248
pose_guided,hgnet_explicit_region_scalar_mask_gate,gB_10_s1_2019-03-11T15;24;54+01;00__masked__dist__00052,gB_10_s1_2019-03-11T15;24;54+01;00__masked__dist__00052,test_masked,action,clip,10,0.6591489315032959,0.004210066050291,0.0019177454523742,0.0520888194441795,0.2269873172044754,0.0016161859966814,0.0034139519557356,0.0015746443532407,0.0001331597013631,0.0034433724358677,0.0454658195376396,0,0,0.04546582,0.43216163,0.0169170387089252,1.0104913599207066e-05,2.460798214087845e-07,0.0002911383053287,7.002172424108721e-07,1.1325020921049145e-07,0.0015677368501201,6.325688900687965e-06,0.0007159973029047,0.0096575785428285,0.9708329439163208,10,1,0.97083294,0.9539159,action,1,0,1,0.9253671,0.52175426,8.372488498687744
pose_guided,hgnet_explicit_region_scalar_mask_gate,gA_5_s6_2019-03-08T10;40;35+01;00__masked__gaze__00065,gA_5_s6_2019-03-08T10;40;35+01;00__masked__gaze__00065,test_masked,gaze,clip,7,0.0003723856934811,7.982688111951575e-05,1.831757998616013e-07,1.3500312888936604e-05,6.672631570836529e-05,0.668414831161499,0.3179017305374145,0.0130867855623364,6.40731377643533e-05,,,5,0,0.013086786,0.3505131,2.698083676477836e-07,3.242516299906129e-07,1.5207560011276658e-07,6.84556056285146e-08,2.6798156795848627e-06,0.0048812315799295,0.0605538375675678,0.9327108860015868,0.0018504506442695,,,7,1,0.9327109,0.87215704,gaze,1,0,1,0.9196241,0.52164394,8.360892117023468
pose_guided,hgnet_explicit_region_scalar_mask_gate,gB_10_s6_2019-03-11T15;11;03+01;00__masked__gaze__00074,gB_10_s6_2019-03-11T15;11;03+01;00__masked__gaze__00074,test_masked,gaze,clip,7,0.0003739745588973,0.0002332727890461,0.1773248761892318,0.0001590846513863,0.0088151972740888,0.0037009755615144,5.26784970134031e-06,0.0207657273858785,0.7886216640472412,,,8,0,0.020765727,0.6112968,5.503336808487803e-08,1.4300133299727236e-09,1.18004654723336e-05,8.199027945465788e-08,3.134422513539903e-05,0.000105918632471,9.353504538012205e-06,0.9998182058334352,2.3245196643983945e-05,,,7,1,0.9998182,0.9997123,gaze,1,0,1,0.9790525,0.38841552,8.346520483493805
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_33_s1_2019-04-08T16;18;54+02;00__masked__dist__00034,gZ_33_s1_2019-04-08T16;18;54+02;00__masked__dist__00034,test_masked,action,clip,10,0.0447895675897598,8.450841414742172e-05,0.0075291888788342,7.749474025331438e-05,0.5670369863510132,0.0512728616595268,0.145716905593872,0.1634268760681152,0.0022138508502393,0.0025718826800584,0.0152798686176538,4,0,0.015279869,0.4036101,0.044936541467905,2.3445102215191582e-06,0.0001078539789887,7.065174031595234e-06,0.00072647590423,0.002148657105863,6.661481165792793e-05,0.0109395440667867,0.0003291247994638,0.0002693263522814,0.940466582775116,10,1,0.9404666,0.89553005,action,1,0,1,0.9251867,0.49191993,8.342293322086334
pose_guided,hgnet_explicit_region_scalar_mask_gate,gC_13_s2_2019-03-04T10;11;37+01;00__masked__dist__00028,gC_13_s2_2019-03-04T10;11;37+01;00__masked__dist__00028,test_masked,hands,clip,0,0.1025234386324882,0.0471574105322361,0.2208021432161331,0.6295170783996582,,,,,,,,3,0,0.10252344,0.40871495,0.9845025539398192,0.0055463672615587,0.0051907002925872,0.004760393872857,,,,,,,,0,1,0.98450255,0.97895616,hands,1,0,1,0.8819791,0.5702412,8.33419942855835
pose_guided,hgnet_explicit_region_scalar_mask_gate,gC_12_s6_2019-03-13T10;09;40+01;00__masked__gaze__00049,gC_12_s6_2019-03-13T10;09;40+01;00__masked__gaze__00049,test_masked,gaze,clip,4,0.0010518140625208,0.0002244047354906,0.6306412220001221,0.0151949236169457,0.0310453418642282,0.0851664170622825,0.0001660276902839,0.0013667948078364,0.2351430505514145,,,2,0,0.031045342,0.39549816,0.0001912552688736,0.0001472597068641,0.004852884914726,0.0019461389165371,0.9375301003456116,0.0418710112571716,0.0015406133607029,0.0041142790578305,0.0078064911067485,,,4,1,0.9375301,0.8956591,gaze,1,0,1,0.9064848,0.50016093,8.313130497932434
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_33_s3_2019-04-04T15;06;45+02;00__masked__dist__00028,gZ_33_s3_2019-04-04T15;06;45+02;00__masked__dist__00028,test_masked,hands,clip,1,0.4302123785018921,0.0609615072607994,0.0375266149640083,0.4712994694709778,,,,,,,,3,0,0.060961507,0.04108709,0.0242422558367252,0.8618952035903931,0.0023982366546988,0.1114642545580864,,,,,,,,1,1,0.8618952,0.75043094,hands,1,0,1,0.8009337,0.70934385,8.311211287975311
