baseline,ours_model,sample_id,clip_id,split,head,level,y_true,base_prob_0,base_prob_1,base_prob_2,base_prob_3,base_prob_4,base_prob_5,base_prob_6,base_prob_7,base_prob_8,base_prob_9,base_prob_10,base_y_pred,base_correct,base_true_prob,base_margin,ours_prob_0,ours_prob_1,ours_prob_2,ours_prob_3,ours_prob_4,ours_prob_5,ours_prob_6,ours_prob_7,ours_prob_8,ours_prob_9,ours_prob_10,ours_y_pred,ours_correct,ours_true_prob,ours_margin,head_name,base_wrong_ours_correct,ours_wrong_base_correct,label_disagree,true_prob_gain,margin_gain,showcase_score
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00165,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00165,test_masked,action,clip,3,0.0003119939647149,0.000284948531771,6.074230441299733e-06,0.1497639268636703,0.0024938420392572,3.662685912786401e-06,0.3128063976764679,0.00063068367308,2.375286021560896e-05,0.530081570148468,0.0035932215396314,9,0,0.14976393,0.21727517,1.2695796613115816e-05,3.514348281896673e-05,7.402328083827569e-09,0.9831699132919312,0.000203929565032,1.235690660905675e-09,0.0031019323505461,8.16149840829894e-05,2.792247641991708e-07,0.0133940149098634,4.0390960975855705e-07,3,1,0.9831699,0.9697759,action,1,0,1,0.833406,0.7525008,8.419312715530396
pose_guided,hgnet_explicit_region_scalar_mask_gate,gF_25_s2_2019-03-05T11;00;55+01;00__masked__dist__00306,gF_25_s2_2019-03-05T11;00;55+01;00__masked__dist__00306,test_masked,action,clip,7,0.0004948582500219,4.836382868234068e-05,0.4032126665115356,4.083320618519792e-06,0.0005915809888392,0.0005063569406047,0.418217658996582,0.1760742515325546,0.0005119551206007,8.600703586125746e-05,0.0002522196737118,6,0,0.17607425,0.0150049925,0.0160603839904069,4.352415032826684e-07,0.0232651159167289,2.3016423256194685e-06,0.0003488106885924,0.0254550948739051,0.004706036299467,0.926760196685791,3.0510513170156628e-05,3.016283517354168e-05,0.0033410149626433,7,1,0.9267602,0.9013051,action,1,0,1,0.75068593,0.8863001,8.387671947479248
pose_guided,hgnet_explicit_region_scalar_mask_gate,gB_10_s1_2019-03-11T15;24;54+01;00__masked__dist__00052,gB_10_s1_2019-03-11T15;24;54+01;00__masked__dist__00052,test_masked,action,clip,10,0.6591489315032959,0.004210066050291,0.0019177454523742,0.0520888194441795,0.2269873172044754,0.0016161859966814,0.0034139519557356,0.0015746443532407,0.0001331597013631,0.0034433724358677,0.0454658195376396,0,0,0.04546582,0.43216163,0.0169170387089252,1.0104913599207066e-05,2.460798214087845e-07,0.0002911383053287,7.002172424108721e-07,1.1325020921049145e-07,0.0015677368501201,6.325688900687965e-06,0.0007159973029047,0.0096575785428285,0.9708329439163208,10,1,0.97083294,0.9539159,action,1,0,1,0.9253671,0.52175426,8.372488498687744
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_33_s1_2019-04-08T16;18;54+02;00__masked__dist__00034,gZ_33_s1_2019-04-08T16;18;54+02;00__masked__dist__00034,test_masked,action,clip,10,0.0447895675897598,8.450841414742172e-05,0.0075291888788342,7.749474025331438e-05,0.5670369863510132,0.0512728616595268,0.145716905593872,0.1634268760681152,0.0022138508502393,0.0025718826800584,0.0152798686176538,4,0,0.015279869,0.4036101,0.044936541467905,2.3445102215191582e-06,0.0001078539789887,7.065174031595234e-06,0.00072647590423,0.002148657105863,6.661481165792793e-05,0.0109395440667867,0.0003291247994638,0.0002693263522814,0.940466582775116,10,1,0.9404666,0.89553005,action,1,0,1,0.9251867,0.49191993,8.342293322086334
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00163,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00163,test_masked,action,clip,3,0.0002975754614453,0.0001396253646817,4.788816113432404e-06,0.2102568000555038,0.0015016761608421,7.322293640754651e-06,0.587799072265625,0.0001739830186124,1.4587672922061756e-05,0.1901955604553222,0.0096089849248528,6,0,0.2102568,0.37754226,3.174767243763199e-06,6.2036515373620205e-06,5.885038012465316e-10,0.999770164489746,4.806702781934291e-05,3.2658331594603846e-10,9.061654418474065e-05,4.248384470884048e-07,1.6258921320400077e-08,8.133826486300677e-05,6.074724723248437e-09,3,1,0.99977016,0.99967957,action,1,0,1,0.78951335,0.6221373,8.20116400718689
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00119,gZ_37_s4_2019-04-03T15;40;42+02;00__masked__dist__00119,test_masked,action,clip,3,0.0046267211437225,0.0026625462342053,2.843738548108377e-05,0.1827778965234756,0.0041892365552484,9.163618415186647e-06,0.5776397585868835,0.0012641815701499,1.2536836948129348e-05,0.1962990462779998,0.0304905716329813,6,0,0.1827779,0.3813407,3.678444045362994e-05,4.909162817057222e-05,4.7128189351042244e-08,0.9858739376068116,0.0006835071835666,6.163600296815731e-09,0.0030831345357,0.0001666243042564,3.606288032642624e-07,0.0101064462214708,1.748685463098809e-07,3,1,0.98587394,0.9757675,action,1,0,1,0.80309606,0.59442675,8.200618863105774
pose_guided,hgnet_explicit_region_scalar_mask_gate,gZ_33_s2_2019-04-08T16;09;44+02;00__masked__dist__00158,gZ_33_s2_2019-04-08T16;09;44+02;00__masked__dist__00158,test_masked,action,clip,3,3.508188819978386e-05,4.789254671777599e-05,3.948338871850865e-06,0.2922644019126892,0.0006374526419676,1.655705204939295e-06,0.1554626673460006,0.0001052959050866,5.272145699564135e-06,0.5514305233955383,5.90976924286224e-06,9,0,0.2922644,0.25916612,5.589434977082419e-07,1.8449995877745096e-06,5.350404563841948e-09,0.992668867111206,0.0009521607425995,6.229549098790699e-10,0.0001023762306431,6.666889930784237e-06,2.8517241901226956e-08,0.0062675299122929,3.251293234640684e-09,3,1,0.99266887,0.9864013,action,1,0,1,0.70040447,0.7272352,8.128044128417969
pose_guided,hgnet_explicit_region_scalar_mask_gate,gA_5_s2_2019-03-08T10;46;46+01;00__masked__dist__00226,gA_5_s2_2019-03-08T10;46;46+01;00__masked__dist__00226,test_masked,action,clip,4,0.0080761639401316,0.0014118861872702,0.0057843192480504,0.0008171659428626,0.0110080139711499,0.0001147779767052,0.0018629893893375,0.0286098886281251,0.8883807063102722,0.053922913968563,1.120882370742038e-05,8,0,0.011008014,0.8344578,0.0008735038572922,8.76939452609804e-07,7.02321995049715e-05,0.0003543820930644,0.989482045173645,0.0001380701723974,0.000147617640323,0.0002558113192208,2.3246462660608813e-05,0.0086541753262281,5.859120832951704e-08,4,1,0.98948205,0.98082787,action,1,0,1,0.978474,0.14637005,8.103318095207214
pose_guided,hgnet_explicit_region_scalar_mask_gate,gF_25_s2_2019-03-05T11;00;55+01;00__masked__dist__00255,gF_25_s2_2019-03-05T11;00;55+01;00__masked__dist__00255,test_masked,action,clip,7,0.2510035336017608,2.971533831441775e-05,0.0778708159923553,3.857515548588708e-05,0.0054126218892633,0.5531284213066101,0.0003112373815383,0.0782859325408935,0.0336830206215381,8.91398885869421e-05,0.0001469321287004,5,0,0.07828593,0.3021249,0.0888106673955917,5.425403060144163e-07,0.0156122706830501,1.7361675418214872e-05,0.0020158113911747,0.0109786707907915,0.000222610658966,0.8822871446609497,2.921397390309721e-05,2.3833925297367387e-05,1.7915110674948664e-06,7,1,0.88228714,0.79347646,action,1,0,1,0.8040012,0.49135157,8.09935399889946
pose_guided,hgnet_explicit_region_scalar_mask_gate,gE_30_s3_2019-03-15T10;56;02+01;00__masked__dist__00025,gE_30_s3_2019-03-15T10;56;02+01;00__masked__dist__00025,test_masked,action,clip,8,0.0002551185316406,6.687604764010757e-05,6.005741397530073e-07,0.000340306549333,6.943034804862691e-07,4.595027712639421e-05,3.589864354580641e-05,0.8594070672988892,0.070050224661827,0.0692129880189895,0.0005842633545398,7,0,0.070050225,0.7893568,4.221860763209406e-06,5.3466571614535496e-08,2.6421208332294558e-08,2.6027026933661546e-07,2.408078625393273e-09,2.8474785196408448e-08,7.289064569704351e-07,6.731061148457229e-06,0.9999577403068542,3.0138369766063988e-05,3.033622419934545e-08,8,1,0.99995774,0.9999276,action,1,0,1,0.9299075,0.21057075,8.070385754108429
